pair,side,entry_time_et,exit_time_et,hold_min,entry_z,exit_z,beta,qty_a,qty_b,entry_a,entry_b,exit_a,exit_b,pnl,exit_reason
GLD-IAU,SHORT_SPREAD,2025-12-12 12:21:00-05:00,2025-12-12 12:30:00-05:00,9.0,2.0932719327907305,0.48949618359954333,4.9122392653492435,-18,18,394.19000244140625,80.70999908447266,393.8999938964844,80.66000366210938,4.3202362060546875,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:01:00-05:00,2025-12-12 13:03:00-05:00,2.0,-2.404199385037933,-0.4927273748410551,4.995514067033084,18,-18,394.81500244140625,80.8550033569336,395.07000732421875,80.9000015258789,3.780120849609375,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:10:00-05:00,2025-12-12 13:14:00-05:00,4.0,-2.0537857859395117,0.1331475289349554,4.970430604151103,18,-18,395.2900085449219,80.95999908447266,395.531494140625,81.0,3.6267242431640625,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:22:00-05:00,2025-12-12 13:23:00-05:00,1.0,-3.2824095712158976,-0.24629527766648907,4.909024936684443,18,-18,395.2699890136719,80.94499969482422,395.1199951171875,80.91000366210938,-2.0699615478515625,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:27:00-05:00,2025-12-12 13:30:00-05:00,3.0,-2.4451219052219133,-0.48199351634170245,4.876006732539043,18,-18,395.19000244140625,80.91999816894531,395.1700134277344,80.91999816894531,-0.35980224609375,TP
GLD-IAU,SHORT_SPREAD,2025-12-12 13:47:00-05:00,2025-12-12 13:50:00-05:00,3.0,2.0030416810062612,-0.3620641577072289,4.806695049776346,-18,19,394.79998779296875,80.83999633789062,394.7250061035156,80.84970092773438,1.5340576171875,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:51:00-05:00,2025-12-12 13:52:00-05:00,1.0,-2.610889356564337,-0.49226242365600853,4.814734897727683,18,-19,394.8479919433594,80.85990142822266,394.9599914550781,80.87999725341797,1.6341705322265625,TP
GLD-IAU,LONG_SPREAD,2025-12-12 13:58:00-05:00,2025-12-12 14:01:00-05:00,3.0,-2.0540142631373026,0.18754855075207869,4.795112017314664,18,-19,395.0799865722656,80.9000015258789,394.760009765625,80.83999633789062,-4.619483947753906,TP
GLD-IAU,LONG_SPREAD,2025-12-12 14:16:00-05:00,2025-12-12 14:18:00-05:00,2.0,-2.1142833315288403,-0.46475038980724576,4.892667242019675,18,-18,395.07000732421875,80.9000015258789,395.1123046875,80.91999816894531,0.4014129638671875,TP
GLD-IAU,SHORT_SPREAD,2025-12-12 14:31:00-05:00,2025-12-12 14:34:00-05:00,3.0,2.589319498272595,-0.3118589805071098,4.888812645218083,-18,18,395.19000244140625,80.92500305175781,395.05999755859375,80.91000366210938,2.070098876953125,TP
GLD-IAU,LONG_SPREAD,2025-12-12 14:40:00-05:00,2025-12-12 14:41:00-05:00,1.0,-2.1673534521576703,0.4669489155110719,4.885573993533848,18,-18,395.1099853515625,80.91000366210938,395.1499938964844,80.91999816894531,0.540252685546875,TP
GLD-IAU,SHORT_SPREAD,2025-12-12 15:35:00-05:00,2025-12-12 15:46:00-05:00,11.0,2.406019074972991,-0.3753103859090965,5.076095638496398,-19,18,394.6600036621094,80.83000183105469,395.6000061035156,81.00499725341797,-14.710128784179688,TP
GLD-IAU,LONG_SPREAD,2025-12-12 15:54:00-05:00,2025-12-15 09:30:00-05:00,7.0,-2.3833932496254415,,5.037655001538605,18,-18,395.239990234375,80.94999694824219,397.7200012207031,81.44999694824219,35.64019775390625,OVERNIGHT_FLAT
GLD-IAU,SHORT_SPREAD,2025-12-15 10:08:00-05:00,2025-12-15 10:16:00-05:00,8.0,2.626044608900182,0.21026369561312855,4.887685851934512,-18,18,397.6700134277344,81.44999694824219,397.5799865722656,81.41999816894531,1.08050537109375,TP
GLD-IAU,SHORT_SPREAD,2025-12-15 10:56:00-05:00,2025-12-15 11:05:00-05:00,9.0,2.400385504627355,-0.29746988972951616,4.953164926525947,-18,18,397.6499938964844,81.44999694824219,395.8399963378906,81.06999969482422,25.740005493164062,TP
GLD-IAU,LONG_SPREAD,2025-12-15 11:21:00-05:00,2025-12-15 11:23:00-05:00,2.0,-2.1793022247625724,3.0618098159886715,4.955044052580147,18,-18,395.38250732421875,80.97000122070312,394.7550048828125,80.8499984741211,-9.134994506835938,STOP
GLD-IAU,SHORT_SPREAD,2025-12-15 11:51:00-05:00,2025-12-15 11:57:00-05:00,6.0,2.081941414923162,0.45255231787556394,4.93722037677348,-18,18,395.1300048828125,80.93000030517578,395.0199890136719,80.8949966430664,1.3502197265625,TP
GLD-IAU,LONG_SPREAD,2025-12-15 12:02:00-05:00,2025-12-15 12:03:00-05:00,1.0,-2.6140807997179496,-0.31212059848359114,4.940030095061062,18,-18,394.989990234375,80.9000015258789,395.1499938964844,80.93350219726562,2.2770538330078125,TP
GLD-IAU,LONG_SPREAD,2025-12-15 12:24:00-05:00,2025-12-15 12:27:00-05:00,3.0,-2.064620965646931,0.328048973650464,4.959415180635194,18,-18,395.1199951171875,80.93000030517578,395.5299987792969,81.01000213623047,5.940032958984375,TP
GLD-IAU,LONG_SPREAD,2025-12-15 12:35:00-05:00,2025-12-15 12:36:00-05:00,1.0,-2.3652477010705546,-0.48144854152662353,4.845227310916536,18,-19,395.6099853515625,81.02999877929688,395.489990234375,81.00499725341797,-1.6848831176757812,TP
GLD-IAU,LONG_SPREAD,2025-12-15 12:51:00-05:00,2025-12-15 12:52:00-05:00,1.0,-2.077410526610853,-0.3334256093154023,4.846499334171755,18,-18,395.614990234375,81.02999877929688,395.6199951171875,81.02999877929688,0.090087890625,TP
GLD-IAU,SHORT_SPREAD,2025-12-15 13:32:00-05:00,2025-12-15 13:34:00-05:00,2.0,2.072593976136955,-0.26852518583092644,4.839556190761361,-18,19,395.94500732421875,81.08999633789062,396.1400146484375,81.12999725341797,-2.7501144409179688,TP
GLD-IAU,SHORT_SPREAD,2025-12-15 14:13:00-05:00,2025-12-15 14:19:00-05:00,6.0,2.8317917146460383,0.06731464335227426,5.058905441849937,-18,18,396.6099853515625,81.2300033569336,396.7200012207031,81.25029754638672,-1.614990234375,TP
GLD-IAU,LONG_SPREAD,2025-12-15 14:33:00-05:00,2025-12-15 14:35:00-05:00,2.0,-3.112021191120363,0.4295910069753181,5.026331565327696,18,-18,396.4049987792969,81.19000244140625,396.4630126953125,81.19999694824219,0.864349365234375,TP
GLD-IAU,SHORT_SPREAD,2025-12-15 14:43:00-05:00,2025-12-15 14:46:00-05:00,3.0,2.0248213580731087,0.13321955547218609,5.011104645577069,-18,18,396.5199890136719,81.19999694824219,396.49749755859375,81.19999694824219,0.40484619140625,TP
GLD-IAU,SHORT_SPREAD,2025-12-15 15:22:00-05:00,2025-12-15 15:23:00-05:00,1.0,2.162262034397651,0.4865723254900183,4.951330161893164,-18,18,395.7550048828125,81.05000305175781,395.489990234375,80.98999786376953,3.6901702880859375,TP
GLD-IAU,LONG_SPREAD,2025-12-15 15:47:00-05:00,2025-12-15 15:48:00-05:00,1.0,-2.0481635657636668,-0.43254704773043917,4.973449306582141,18,-18,395.8193054199219,81.06999969482422,396.0400085449219,81.11990356445312,3.0743865966796875,TP
GLD-IAU,LONG_SPREAD,2025-12-15 15:54:00-05:00,2025-12-15 15:55:00-05:00,1.0,-2.628673709892619,-0.20699396887805652,4.99824928494034,18,-18,395.9700012207031,81.0999984741211,395.989990234375,81.11000061035156,0.1797637939453125,TP
GLD-IAU,LONG_SPREAD,2025-12-16 09:31:00-05:00,2025-12-16 09:34:00-05:00,3.0,-2.889558589215977,-0.2207641103717365,4.938646096990577,18,-18,397.9599914550781,81.51000213623047,398.1099853515625,81.5199966430664,2.519989013671875,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 09:43:00-05:00,2025-12-16 09:44:00-05:00,1.0,2.086978134369836,0.011493235066704988,4.95065427712388,-18,18,397.67999267578125,81.44450378417969,397.80499267578125,81.4749984741211,-1.7010955810546875,TP
GLD-IAU,LONG_SPREAD,2025-12-16 09:50:00-05:00,2025-12-16 09:51:00-05:00,1.0,-2.9980226478148313,0.3312722791583778,4.936121901727431,18,-18,398.2300109863281,81.55500030517578,397.9750061035156,81.4999008178711,-3.598297119140625,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 09:59:00-05:00,2025-12-16 10:05:00-05:00,6.0,2.1217476292892807,0.20236162693720747,4.946331339954829,-18,18,397.6700134277344,81.43499755859375,398.2799987792969,81.55999755859375,-8.729736328125,TP
GLD-IAU,LONG_SPREAD,2025-12-16 10:36:00-05:00,2025-12-16 10:37:00-05:00,1.0,-2.9066448450105122,0.21536070573676844,4.984766128004725,18,-18,397.510009765625,81.41000366210938,397.3599853515625,81.37000274658203,-1.9804229736328125,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 11:34:00-05:00,2025-12-16 11:36:00-05:00,2.0,2.1688057455733825,0.2194122930307458,4.990587480131713,-18,18,395.44500732421875,80.9801025390625,395.1199951171875,80.93000030517578,4.9483795166015625,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 11:42:00-05:00,2025-12-16 11:44:00-05:00,2.0,2.2060006592753734,0.3750279700679589,4.938624725496883,-18,18,394.9100036621094,80.88999938964844,394.8999938964844,80.87000274658203,-0.1797637939453125,TP
GLD-IAU,LONG_SPREAD,2025-12-16 12:16:00-05:00,2025-12-16 12:21:00-05:00,5.0,-2.6038033704638717,-0.2886610411727958,4.896117722467311,18,-18,395.79998779296875,81.07520294189453,395.8500061035156,81.08000183105469,0.8139495849609375,TP
GLD-IAU,LONG_SPREAD,2025-12-16 12:41:00-05:00,2025-12-16 12:47:00-05:00,6.0,-2.1829690945405176,-0.021699839824227574,4.850575325686624,18,-18,395.69000244140625,81.05000305175781,395.89801025390625,81.08999633789062,3.024261474609375,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 13:31:00-05:00,2025-12-16 13:33:00-05:00,2.0,2.9440233601487007,-0.3639756624139005,5.095217016260925,-18,18,395.97198486328125,81.10559844970703,396.04998779296875,81.11990356445312,-1.1465606689453125,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 14:08:00-05:00,2025-12-16 14:12:00-05:00,4.0,3.808461596127882,-0.35213084702540987,5.019339168961341,-18,18,396.0400085449219,81.10549926757812,395.885009765625,81.07450103759766,2.2320098876953125,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 14:14:00-05:00,2025-12-16 14:19:00-05:00,5.0,3.6553163486501763,0.34478371655432105,5.003228211583409,-18,18,396.0,81.0999984741211,396.1650085449219,81.13520050048828,-2.336517333984375,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 14:29:00-05:00,2025-12-16 14:32:00-05:00,3.0,2.1523055737310215,-0.019524474116495414,5.002228889151082,-18,18,395.9100036621094,81.08000183105469,396.2850036621094,81.16000366210938,-5.309967041015625,TP
GLD-IAU,SHORT_SPREAD,2025-12-16 14:37:00-05:00,2025-12-16 14:44:00-05:00,7.0,2.60764922810227,-0.05104122701420645,4.998211461887468,-18,18,396.0,81.0999984741211,396.2699890136719,81.16999816894531,-3.5998077392578125,TP
GLD-IAU,LONG_SPREAD,2025-12-16 15:48:00-05:00,2025-12-16 15:52:00-05:00,4.0,-2.1678653255592137,0.044555819349388216,4.740615651708384,18,-19,396.28021240234375,81.16500091552734,395.7799987792969,81.05999755859375,-7.008781433105469,TP
GLD-SLV,SHORT_SPREAD,2025-12-10 12:26:00-05:00,2025-12-10 13:01:00-05:00,35.0,2.2652785197739966,,3.30726087791845,-17,37,386.4800109863281,55.032501220703125,386.2900085449219,54.9900016784668,1.6575584411621094,TIME
GLD-SLV,LONG_SPREAD,2025-12-10 13:23:00-05:00,2025-12-10 13:45:00-05:00,22.0,-2.604297386625228,0.507749514862748,1.4767994337631414,13,-66,385.885009765625,54.93000030517578,385.69000244140625,54.77000045776367,8.024894714355469,TP
GLD-SLV,SHORT_SPREAD,2025-12-10 14:08:00-05:00,2025-12-10 14:16:00-05:00,8.0,2.5677001992569317,0.5947462589808612,2.797254462714265,-17,42,387.6293029785156,55.25,387.5899963378906,55.244998931884766,0.45816802978515625,TP
GLD-SLV,SHORT_SPREAD,2025-12-10 14:29:00-05:00,2025-12-10 14:41:00-05:00,12.0,3.342779578519146,0.11302509687775641,3.9053696405819083,-18,33,386.1400146484375,54.64500045776367,384.95001220703125,54.650001525878906,21.585079193115234,TP
GLD-SLV,LONG_SPREAD,2025-12-11 09:31:00-05:00,2025-12-11 09:32:00-05:00,1.0,-5.8325556635629034,-4.635625284028746,2.7201838991856775,16,-42,389.3399963378906,56.91999816894531,389.3299865722656,56.880001068115234,1.5197219848632812,STOP
GLD-SLV,LONG_SPREAD,2025-12-11 09:33:00-05:00,2025-12-11 09:45:00-05:00,12.0,-3.807674406769514,-0.5909531091876461,2.5293687190547924,16,-44,389.4200134277344,56.83000183105469,389.7900085449219,56.755001068115234,9.219955444335938,TP
GLD-SLV,SHORT_SPREAD,2025-12-11 11:48:00-05:00,2025-12-11 11:49:00-05:00,1.0,3.1314170643791956,4.43356051925854,2.751798267483481,-16,41,392.92999267578125,57.779998779296875,392.989990234375,57.814998626708984,0.4750328063964844,STOP
GLD-SLV,SHORT_SPREAD,2025-12-11 11:50:00-05:00,2025-12-11 11:52:00-05:00,2.0,3.661350592919859,3.6554962294999136,2.8433465442018306,-16,40,393.04998779296875,57.84000015258789,393.3800048828125,57.959999084472656,-0.480316162109375,STOP
GLD-SLV,SHORT_SPREAD,2025-12-11 11:53:00-05:00,2025-12-11 11:59:00-05:00,6.0,2.286960630905242,0.18511554221788168,3.0418324094855422,-17,38,393.05999755859375,57.8849983215332,392.9599914550781,57.939998626708984,3.7901153564453125,TP
GLD-SLV,LONG_SPREAD,2025-12-11 13:35:00-05:00,2025-12-11 13:56:00-05:00,21.0,-2.351631658526414,-0.5993578655675715,2.7240715010468306,16,-41,393.5199890136719,58.25,393.0299987792969,57.95000076293945,4.460124969482422,TP
GLD-SLV,SHORT_SPREAD,2025-12-11 15:31:00-05:00,2025-12-12 09:30:00-05:00,30.0,2.3821976119550383,,1.5925559069383375,-14,60,392.70001220703125,57.44499969482422,398.7300109863281,58.38999938964844,-27.720001220703125,OVERNIGHT_FLAT
GLD-SLV,SHORT_SPREAD,2025-12-12 09:37:00-05:00,2025-12-12 09:51:00-05:00,14.0,2.8059201728923586,0.5509703355782246,6.107387284224759,-19,21,398.8900146484375,58.11000061035156,399.7099914550781,58.29999923706055,-11.589588165283203,TP
GLD-SLV,SHORT_SPREAD,2025-12-12 10:15:00-05:00,2025-12-12 10:17:00-05:00,2.0,2.286599210023306,3.974672669931383,9.28084295342189,-20,15,399.30999755859375,58.01499938964844,398.7099914550781,57.72999954223633,7.725124359130859,STOP
GLD-SLV,SHORT_SPREAD,2025-12-12 10:18:00-05:00,2025-12-12 10:19:00-05:00,1.0,4.208268280774046,4.398042915769708,9.172238148990765,-20,15,398.2699890136719,57.599998474121094,397.8800048828125,57.52000045776367,6.599712371826172,STOP
GLD-SLV,SHORT_SPREAD,2025-12-12 10:20:00-05:00,2025-12-12 10:21:00-05:00,1.0,4.141183122297615,4.279394239268246,8.851921561944051,-20,15,397.29998779296875,57.345001220703125,397.0400085449219,57.279998779296875,4.22454833984375,STOP
GLD-SLV,SHORT_SPREAD,2025-12-12 10:22:00-05:00,2025-12-12 10:56:00-05:00,34.0,3.9123303803668863,0.29154426780212955,8.221284651255178,-20,17,396.9700012207031,57.34000015258789,394.864990234375,56.38999938964844,25.950206756591797,TP
GLD-SLV,SHORT_SPREAD,2025-12-12 12:01:00-05:00,2025-12-12 12:14:00-05:00,13.0,2.2699696394215625,0.47587998320789865,2.3879417522067534,-16,47,393.92999267578125,55.66999816894531,393.0198974609375,55.45000076293945,4.221645355224609,TP
GLD-SLV,SHORT_SPREAD,2025-12-12 13:45:00-05:00,2025-12-12 14:20:00-05:00,35.0,2.441614133214296,,3.5737360315564617,-17,35,394.9320068359375,55.939998626708984,395.4200134277344,55.9900016784668,-6.5460052490234375,TIME
GLD-SLV,SHORT_SPREAD,2025-12-12 14:21:00-05:00,2025-12-12 14:27:00-05:00,6.0,2.4563371965336533,0.4635859468764859,1.5329144922507614,-13,63,395.1400146484375,55.91999816894531,395.1300048828125,55.939998626708984,1.3901557922363281,TP
GLD-SLV,SHORT_SPREAD,2025-12-12 15:06:00-05:00,2025-12-12 15:18:00-05:00,12.0,2.9940199216252488,0.48204317470746716,1.1628851664858397,-12,74,395.67999267578125,56.22930145263672,395.3399963378906,56.02000045776367,-11.408317565917969,TP
GLD-SLV,SHORT_SPREAD,2025-12-15 09:38:00-05:00,2025-12-15 09:45:00-05:00,7.0,2.3843793410351286,0.1580476781508833,1.6133462754602403,-13,59,398.5899963378906,57.742401123046875,398.25,57.66999816894531,0.1481781005859375,TP
GLD-SLV,LONG_SPREAD,2025-12-15 10:01:00-05:00,2025-12-15 10:23:00-05:00,22.0,-2.7960106685679724,-0.27260495994710293,1.6696287013061628,14,-58,397.0799865722656,57.400001525878906,397.7550048828125,57.75,-10.849655151367188,TP
GLD-SLV,LONG_SPREAD,2025-12-15 10:28:00-05:00,2025-12-15 10:36:00-05:00,8.0,-2.263899627390976,-0.4302569974578221,1.51874188297806,13,-62,396.5249938964844,57.40999984741211,397.3775939941406,57.689998626708984,-6.276123046875,TP
GLD-SLV,LONG_SPREAD,2025-12-15 12:16:00-05:00,2025-12-15 12:30:00-05:00,14.0,-2.542659798141988,-0.5927048184579341,4.123062452478465,18,-30,394.9360046386719,57.4900016784668,395.55999755859375,57.560001373291016,9.131881713867188,TP
GLD-SLV,LONG_SPREAD,2025-12-15 15:54:00-05:00,2025-12-15 15:59:00-05:00,5.0,-2.670058494487585,-3.471513317300447,2.2103411921060756,15,-48,395.9700012207031,58.099998474121094,395.80999755859375,58.10499954223633,-2.640106201171875,STOP
GLD-SLV,LONG_SPREAD,2025-12-15 16:00:00-05:00,2025-12-16 09:30:00-05:00,1.0,-2.9655020598668904,,2.1380586918264477,15,-49,395.80999755859375,58.10499954223633,397.8999938964844,57.68000030517578,52.17490768432617,OVERNIGHT_FLAT
GLD-SLV,LONG_SPREAD,2025-12-16 11:00:00-05:00,2025-12-16 11:35:00-05:00,35.0,-2.8200510036033037,,2.789533982049609,16,-41,397.42999267578125,57.709999084472656,395.3500061035156,57.459999084472656,-23.02978515625,TIME
GLD-SLV,SHORT_SPREAD,2025-12-16 13:50:00-05:00,2025-12-16 13:55:00-05:00,5.0,2.21008718119989,-0.23675832835428537,2.1047403781960212,-15,50,396.4888000488281,57.82740020751953,396.44000244140625,57.86000061035156,2.3619842529296875,TP
GLD-SLV,LONG_SPREAD,2025-12-16 14:04:00-05:00,2025-12-16 14:21:00-05:00,17.0,-2.3422328182431116,0.4721404898896889,2.1690297519188446,15,-49,395.9599914550781,57.720001220703125,396.2550048828125,57.779998779296875,1.485321044921875,TP
GLD-SLV,LONG_SPREAD,2025-12-16 14:26:00-05:00,2025-12-16 14:27:00-05:00,1.0,-2.9333685778804566,-3.846556420385627,2.0211790758325825,15,-51,395.4100036621094,57.61000061035156,395.79998779296875,57.68000030517578,2.2797775268554688,STOP
GLD-SLV,LONG_SPREAD,2025-12-16 14:30:00-05:00,2025-12-16 14:46:00-05:00,16.0,-2.200816499103189,0.197539418897898,2.013031294111239,15,-51,396.17999267578125,57.86000061035156,396.6199951171875,57.91999816894531,3.5401611328125,TP
GLD-SLV,SHORT_SPREAD,2025-12-16 14:48:00-05:00,2025-12-16 14:55:00-05:00,7.0,2.2510088719011083,0.5656368240694477,2.100732912087064,-15,50,396.631103515625,57.9243278503418,396.55999755859375,57.93550109863281,1.6252517700195312,TP
IAU-SLV,LONG_SPREAD,2025-12-10 13:23:00-05:00,2025-12-10 13:47:00-05:00,24.0,-2.4529100367346857,0.18917252102642493,0.30357027311863616,26,-125,79.02790069580078,54.93000030517578,78.98500061035156,54.779998779296875,17.634788513183594,TP
IAU-SLV,SHORT_SPREAD,2025-12-10 14:08:00-05:00,2025-12-10 14:41:00-05:00,33.0,2.6178769019878243,0.10111771721805686,0.5712338418806803,-41,103,79.38500213623047,55.25,78.8550033569336,54.650001525878906,-40.06989288330078,TP
IAU-SLV,LONG_SPREAD,2025-12-11 09:31:00-05:00,2025-12-11 09:32:00-05:00,1.0,-5.7347907332064,-4.600080059908809,0.5542890278744592,40,-101,79.7300033569336,56.91999816894531,79.7300033569336,56.880001068115234,4.039707183837891,STOP
IAU-SLV,LONG_SPREAD,2025-12-11 09:33:00-05:00,2025-12-11 09:45:00-05:00,12.0,-3.768314609443822,-0.5769040083884682,0.5151636821167911,38,-104,79.75,56.83000183105469,79.82350158691406,56.755001068115234,10.5931396484375,TP
IAU-SLV,SHORT_SPREAD,2025-12-11 11:48:00-05:00,2025-12-11 11:49:00-05:00,1.0,3.1567995263359006,4.628410302245947,0.5530660938304047,-39,100,80.4800033569336,57.779998779296875,80.48999786376953,57.814998626708984,3.110198974609375,STOP
IAU-SLV,SHORT_SPREAD,2025-12-11 11:50:00-05:00,2025-12-11 11:52:00-05:00,2.0,3.7846049198744356,3.694333615722665,0.5716909253204623,-40,99,80.49500274658203,57.84000015258789,80.55999755859375,57.959999084472656,9.280101776123047,STOP
IAU-SLV,SHORT_SPREAD,2025-12-11 11:53:00-05:00,2025-12-11 11:59:00-05:00,6.0,2.2038395659923182,0.20620891533538663,0.612425324742495,-42,96,80.5,57.8849983215332,80.47380065917969,57.939998626708984,6.380401611328125,TP
IAU-SLV,LONG_SPREAD,2025-12-11 13:36:00-05:00,2025-12-11 13:55:00-05:00,19.0,-2.524895957099003,-0.560605750119674,0.5405988617608302,39,-100,80.59500122070312,58.260101318359375,80.51000213623047,57.97999954223633,24.695213317871094,TP
IAU-SLV,SHORT_SPREAD,2025-12-11 15:31:00-05:00,2025-12-12 09:30:00-05:00,30.0,2.335808921509958,,0.3314836276541415,-27,117,80.41500091552734,57.44499969482422,81.64900207519531,58.38999938964844,77.24693298339844,OVERNIGHT_FLAT
IAU-SLV,SHORT_SPREAD,2025-12-12 09:37:00-05:00,2025-12-12 09:51:00-05:00,14.0,2.8328101694103998,0.555737374193862,1.2538003238536772,-61,68,81.69000244140625,58.11000061035156,81.8499984741211,58.29999923706055,3.1601486206054688,TP
IAU-SLV,SHORT_SPREAD,2025-12-12 10:15:00-05:00,2025-12-12 10:17:00-05:00,2.0,2.2917322168836622,4.006667700641777,1.9015672607292553,-72,53,81.7750015258789,58.01499938964844,81.6500015258789,57.72999954223633,-6.104991912841797,STOP
IAU-SLV,SHORT_SPREAD,2025-12-12 10:18:00-05:00,2025-12-12 10:19:00-05:00,1.0,4.167447357982284,4.401144535077914,1.8794249829440415,-72,54,81.56999969482422,57.599998474121094,81.48500061035156,57.52000045776367,1.8000411987304688,STOP
IAU-SLV,SHORT_SPREAD,2025-12-12 10:20:00-05:00,2025-12-12 10:21:00-05:00,1.0,4.123233046744501,4.242772628014574,1.8134921412102727,-71,55,81.36000061035156,57.345001220703125,81.30999755859375,57.279998779296875,-0.0249176025390625,STOP
IAU-SLV,SHORT_SPREAD,2025-12-12 10:22:00-05:00,2025-12-12 10:56:00-05:00,34.0,3.8937072536593127,0.32808283790728815,1.6841477908871367,-69,58,81.30000305175781,57.34000015258789,80.87000274658203,56.38999938964844,-25.430023193359375,TP
IAU-SLV,SHORT_SPREAD,2025-12-12 13:45:00-05:00,2025-12-12 14:20:00-05:00,35.0,2.4824291728504106,,0.7373701467242125,-47,92,80.86370086669922,55.939998626708984,80.9800033569336,55.9900016784668,-0.865936279296875,TIME
IAU-SLV,SHORT_SPREAD,2025-12-12 14:21:00-05:00,2025-12-12 14:27:00-05:00,6.0,2.4095379346193724,0.47062393392376023,0.2993912238582117,-25,123,80.92500305175781,55.91999816894531,80.91999816894531,55.939998626708984,2.5851783752441406,TP
IAU-SLV,SHORT_SPREAD,2025-12-12 15:10:00-05:00,2025-12-12 15:27:00-05:00,17.0,2.316368074321535,-0.490217854910584,0.2650901678211635,-23,126,81.0199966430664,56.16999816894531,80.9000015258789,55.8224983215332,-41.02509307861328,TP
IAU-SLV,SHORT_SPREAD,2025-12-15 09:38:00-05:00,2025-12-15 09:45:00-05:00,7.0,2.363119830672846,0.18548167912523858,0.330911939171078,-27,117,81.62000274658203,57.742401123046875,81.56999969482422,57.66999816894531,-7.121063232421875,TP
IAU-SLV,LONG_SPREAD,2025-12-15 10:01:00-05:00,2025-12-15 10:23:00-05:00,22.0,-2.921965710600691,-0.43452116509645344,0.3418219466920321,28,-116,81.33000183105469,57.400001525878906,81.45999908447266,57.75,-36.95989990234375,TP
IAU-SLV,LONG_SPREAD,2025-12-15 10:28:00-05:00,2025-12-15 10:36:00-05:00,8.0,-2.299822933275673,-0.5949747643117559,0.30981974247436,26,-119,81.20999908447266,57.40999984741211,81.375,57.689998626708984,-29.029830932617188,TP
IAU-SLV,LONG_SPREAD,2025-12-15 12:16:00-05:00,2025-12-15 12:29:00-05:00,13.0,-2.596088640501973,-0.5220459024128378,0.8327327330653911,50,-85,80.87999725341797,57.4900016784668,81.01899719238281,57.59000015258789,-1.5498733520507812,TP
IAU-SLV,LONG_SPREAD,2025-12-15 15:54:00-05:00,2025-12-15 15:59:00-05:00,5.0,-2.365507128722706,-3.645574368153102,0.44888245336253857,34,-106,81.0999984741211,58.099998474121094,81.06999969482422,58.10499954223633,-1.5500717163085938,STOP
IAU-SLV,LONG_SPREAD,2025-12-15 16:00:00-05:00,2025-12-16 09:30:00-05:00,1.0,-3.09620203990487,,0.43571926762768803,33,-107,81.06999969482422,58.10499954223633,81.51000213623047,57.68000030517578,59.994998931884766,OVERNIGHT_FLAT
IAU-SLV,LONG_SPREAD,2025-12-16 11:00:00-05:00,2025-12-16 11:35:00-05:00,35.0,-2.8047780636028667,,0.5629967850863061,39,-99,81.3949966430664,57.709999084472656,80.9749984741211,57.459999084472656,8.370071411132812,TIME
IAU-SLV,LONG_SPREAD,2025-12-16 14:03:00-05:00,2025-12-16 14:17:00-05:00,14.0,-2.3322146156349475,-0.3123536808528366,0.4330862931636064,33,-108,81.0999984741211,57.7400016784668,81.12000274658203,57.77980041503906,-3.63812255859375,TP
IAU-SLV,LONG_SPREAD,2025-12-16 14:26:00-05:00,2025-12-16 14:27:00-05:00,1.0,-2.8151639124078867,-3.5730334016996466,0.3941382992283695,31,-112,80.98500061035156,57.61000061035156,81.05999755859375,57.68000030517578,-5.5150604248046875,STOP
IAU-SLV,LONG_SPREAD,2025-12-16 14:29:00-05:00,2025-12-16 14:33:00-05:00,4.0,-2.408818104190348,-0.5354510804571296,0.392258859046983,31,-111,81.08000183105469,57.77000045776367,81.13999938964844,57.83580017089844,-5.443843841552734,TP
SPY-IVV,SHORT_SPREAD,2025-12-10 11:15:00-05:00,2025-12-10 11:16:00-05:00,1.0,2.8287733375372333,0.09457785412894434,0.9729535651827164,-6,6,683.1199951171875,686.5399780273438,683.1099853515625,686.5385131835938,0.05126953125,TP
SPY-IVV,LONG_SPREAD,2025-12-10 11:18:00-05:00,2025-12-10 11:21:00-05:00,3.0,-2.1132237868347246,0.3601958047095588,0.9708761692087423,6,-6,683.4500122070312,686.8400268554688,683.3499755859375,686.780029296875,-0.240234375,TP
SPY-IVV,SHORT_SPREAD,2025-12-10 12:22:00-05:00,2025-12-10 12:25:00-05:00,3.0,3.959632571434487,0.2820967413028574,0.9810151646849667,-6,6,683.1199951171875,686.56982421875,683.3350219726562,686.7327880859375,-0.3123779296875,TP
SPY-IVV,SHORT_SPREAD,2025-12-10 12:29:00-05:00,2025-12-10 12:32:00-05:00,3.0,2.186385183952654,-0.19182142711474445,0.980009815912421,-6,6,683.1400146484375,686.5877075195312,683.1500244140625,686.5791015625,-0.1116943359375,TP
