ticker,entry_time,exit_time,entry,stop,target,exit,pnl,R,hold_bars,exit_reason,impulse_L,impulse_H,fib
SPY,2025-10-21 17:05:00+00:00,2025-10-21 17:15:00+00:00,671.625,671.325,672.225,671.325,-0.2999999999999545,-1.0,2,stop,670.260009765625,672.989990234375,0.5
SPY,2025-10-23 19:50:00+00:00,2025-10-24 13:30:00+00:00,671.5550537109375,671.2550537109375,672.1550537109375,672.1550537109375,0.6000000000000227,2.000000000000379,2,target,670.4000244140625,672.7100830078125,0.5
SPY,2025-10-29 14:50:00+00:00,2025-10-29 15:35:00+00:00,688.3025207519531,688.0025207519532,688.9025207519531,688.0025207519532,-0.2999999999999545,-1.0,9,stop,686.905029296875,689.7000122070312,0.5
SPY,2025-10-29 18:30:00+00:00,2025-10-29 18:35:00+00:00,688.135009765625,687.835009765625,688.735009765625,687.835009765625,-0.2999999999999545,-1.0,1,stop,687.3300170898438,688.9400024414062,0.5
SPY,2025-10-31 14:20:00+00:00,2025-10-31 14:25:00+00:00,682.4700012207031,682.1700012207032,683.0700012207031,683.0700012207031,0.6000000000000227,2.000000000000379,1,target,679.8599853515625,685.0800170898438,0.5
SPY,2025-11-11 17:15:00+00:00,2025-11-11 17:45:00+00:00,681.0075073242188,680.7075073242188,681.6075073242188,681.6075073242188,0.6000000000000227,2.000000000000379,6,target,679.8350219726562,682.1799926757812,0.5
SPY,2025-11-11 20:30:00+00:00,2025-11-11 20:50:00+00:00,682.7174987792969,682.4174987792969,683.3174987792969,683.3174987792969,0.6000000000000227,2.000000000000379,4,target,681.885009765625,683.5499877929688,0.5
SPY,2025-11-12 14:55:00+00:00,2025-11-12 15:00:00+00:00,683.6275024414062,683.3275024414063,684.2275024414063,684.2275024414063,0.6000000000000227,2.000000000000379,1,target,682.2949829101562,684.9600219726562,0.5
SPY,2025-11-12 19:25:00+00:00,2025-11-12 19:30:00+00:00,682.5474548339844,682.2474548339844,683.1474548339844,682.2474548339844,-0.2999999999999545,-1.0,1,stop,680.9450073242188,684.14990234375,0.5
SPY,2025-12-02 15:20:00+00:00,2025-12-02 15:25:00+00:00,683.0809936523438,682.7809936523438,683.6809936523438,682.7809936523438,-0.2999999999999545,-1.0,1,stop,682.0919799804688,684.0700073242188,0.5
SPY,2025-12-02 20:50:00+00:00,2025-12-03 14:30:00+00:00,681.5499877929688,681.2499877929688,682.1499877929688,681.2499877929688,-0.2999999999999545,-1.0,2,stop,680.219970703125,682.8800048828125,0.5
SPY,2025-12-03 16:55:00+00:00,2025-12-03 17:00:00+00:00,681.6199951171875,681.3199951171875,682.2199951171875,682.2199951171875,0.6000000000000227,2.000000000000379,1,target,679.6900024414062,683.5499877929688,0.5
SPY,2025-12-04 14:35:00+00:00,2025-12-04 14:40:00+00:00,684.3849487304688,684.0849487304688,684.9849487304688,684.0849487304688,-0.2999999999999545,-1.0,1,stop,683.419921875,685.3499755859375,0.5
SPY,2025-12-04 17:10:00+00:00,2025-12-04 17:15:00+00:00,683.375,683.075,683.975,683.975,0.6000000000000227,2.000000000000379,1,target,682.1699829101562,684.5800170898438,0.5
SPY,2025-12-04 19:05:00+00:00,2025-12-04 19:10:00+00:00,683.8150024414062,683.5150024414063,684.4150024414063,683.5150024414063,-0.2999999999999545,-1.0,1,stop,682.8599853515625,684.77001953125,0.5
SPY,2025-12-05 19:15:00+00:00,2025-12-05 19:55:00+00:00,685.7749938964844,685.4749938964844,686.3749938964844,686.3749938964844,0.6000000000000227,2.000000000000379,8,target,684.5800170898438,686.969970703125,0.5
SPY,2025-12-08 14:40:00+00:00,2025-12-08 14:45:00+00:00,685.6199951171875,685.3199951171875,686.2199951171875,685.3199951171875,-0.2999999999999545,-1.0,1,stop,684.5999755859375,686.6400146484375,0.5
SPY,2025-12-08 20:55:00+00:00,2025-12-09 14:30:00+00:00,683.2950134277344,682.9950134277344,683.8950134277344,682.9950134277344,-0.2999999999999545,-1.0,1,stop,682.1900024414062,684.4000244140625,0.5
SPY,2025-12-09 17:20:00+00:00,2025-12-09 17:35:00+00:00,684.3525085449219,684.0525085449219,684.9525085449219,684.0525085449219,-0.2999999999999545,-1.0,3,stop,683.3200073242188,685.385009765625,0.5
SPY,2025-12-10 18:25:00+00:00,2025-12-10 18:55:00+00:00,682.8349914550781,682.5349914550782,683.4349914550781,682.5349914550782,-0.2999999999999545,-1.0,6,stop,681.4500122070312,684.219970703125,0.5
SPY,2025-12-10 19:45:00+00:00,2025-12-10 19:50:00+00:00,684.6325073242188,684.3325073242188,685.2325073242188,685.2325073242188,0.6000000000000227,2.000000000000379,1,target,682.4450073242188,686.8200073242188,0.5
SPY,2025-12-11 15:20:00+00:00,2025-12-11 15:25:00+00:00,685.7074890136719,685.4074890136719,686.3074890136719,686.3074890136719,0.6000000000000227,2.000000000000379,1,target,682.4450073242188,688.969970703125,0.5
SPY,2025-12-11 20:35:00+00:00,2025-12-11 20:50:00+00:00,688.114990234375,687.814990234375,688.714990234375,688.714990234375,0.6000000000000227,2.000000000000379,3,target,686.97998046875,689.25,0.5
SPY,2025-12-12 19:30:00+00:00,2025-12-12 20:05:00+00:00,681.7572021484375,681.4572021484375,682.3572021484375,682.3572021484375,0.6000000000000227,2.000000000000379,7,target,679.1743774414062,684.3400268554688,0.5
